0,-100
1,-100
2,-118
3,-109
4,-141
5,-107
6,-122
7,-114
8,-115
9,-152
10,-126
11,-113
12,-106
13,-134
14,-100
15,-287
16,-118
17,-164
18,-167
19,-161
20,-180
21,-176
22,-190
23,-187
24,-179
25,-180
26,-201
27,-120
28,-100
29,-106
30,-103
31,-95
32,-257
33,-163
34,-125
35,-112
36,-100
37,-159
38,-131
39,-161
40,-100
41,-158
42,-164
43,-54
44,-129
45,-261
46,-67
47,-205
48,-115
49,-84
50,-161
51,-103
52,-151
53,-155
54,-109
55,-144
56,-145
57,-95
58,-162
59,-116
60,-51
61,-36
62,-112
63,-101
64,-64
65,-129
66,-123
67,-107
68,-202
69,-139
70,-62
71,-155
72,-106
73,-161
74,-137
75,-45
76,-111
77,-117
78,-84
79,-188
80,-103
81,-174
82,-81
83,-259
84,-132
85,-201
86,-149
87,-224
88,-44
89,-220
90,-78
91,-74
92,-71
93,-135
94,-110
95,-86
96,-29
97,-109
98,-72
99,-64
100,-88
101,-80
102,-45
103,-100
104,-41
105,-118
106,-131
107,-116
108,-68
109,-30
110,-106
111,-71
112,-69
113,-67
114,-101
115,-131
116,-27
117,-58
118,-66
119,-148
120,-60
121,-47
122,-71
123,-105
124,-91
125,-103
126,-72
127,-101
128,-66
129,-173
130,-115
131,-47
132,-52
133,-64
134,-64
135,-41
136,-79
137,-65
138,-44
139,-42
140,-65
141,-87
142,-27
143,-69
144,-31
145,-43
146,-39
147,-133
148,-130
149,-60
150,-41
151,-30
152,-52
153,-95
154,-144
155,-114
156,-97
157,-32
158,-117
159,-100
160,-147
161,-58
162,-39
163,-52
164,-65
165,-30
166,-50
167,-40
168,-105
169,-101
170,-105
171,-23
172,-101
173,-42
174,-127
175,-108
176,-102
177,-106
178,-49
179,-109
180,-64
181,-30
182,-66
183,-34
184,-128
185,-81
186,-32
187,-36
188,-75
189,-38
190,-28
191,-44
192,-106
193,-62
194,-145
195,-46
196,-25
197,-53
198,-62
199,-48
200,-35
201,-52
202,-41
203,-103
204,-35
205,-48
206,-77
207,-40
208,-46
209,-34
210,-116
211,-31
212,-114
213,-38
214,-48
215,-24
216,-28
217,-91
218,-50
219,-37
220,-39
221,-100
222,-23
223,-38
224,-34
225,-50
226,-29
227,-46
228,-25
229,-28
230,-38
231,-72
232,-38
233,-26
234,-120
235,-19
236,-38
237,-37
238,-104
239,-35
240,-28
241,-34
242,-44
243,-32
244,-20
245,-44
246,-101
247,-102
248,-33
249,-63
250,-104
251,-31
252,-111
253,-37
254,-58
255,-110
256,-43
257,-49
258,-121
259,-32
260,-106
261,-41
262,-28
263,-56
264,-21
265,-35
266,-100
267,-20
268,-121
269,-34
270,-45
271,-69
272,-49
273,-39
274,-30
275,-45
276,-114
277,-20
278,-20
279,-56
280,-43
281,-112
282,-21
283,-112
284,-31
285,-27
286,-38
287,-57
288,-26
289,-25
290,-31
291,-20
292,-100
293,-29
294,-29
295,-33
296,-65
297,-26
298,-129
299,-104
300,-54
301,-35
302,-53
303,-45
304,-49
305,-31
306,-31
307,-29
308,-31
309,-27
310,-104
311,-18
312,-101
313,-36
314,-29
315,-25
316,-21
317,-34
318,-25
319,-21
320,-22
321,-47
322,-34
323,-34
324,-26
325,-26
326,-22
327,-17
328,-22
329,-34
330,-39
331,-31
332,-16
333,-27
334,-109
335,-114
336,-27
337,-34
338,-136
339,-27
340,-22
341,-25
342,-48
343,-22
344,-31
345,-44
346,-24
347,-18
348,-20
349,-35
350,-39
351,-41
352,-19
353,-15
354,-33
355,-34
356,-47
357,-100
358,-22
359,-33
360,-21
361,-28
362,-26
363,-20
364,-55
365,-27
366,-32
367,-19
368,-25
369,-37
370,-25
371,-34
372,-116
373,-31
374,-40
375,-17
376,-44
377,-114
378,-105
379,-21
380,-104
381,-65
382,-21
383,-22
384,-109
385,-125
386,-19
387,-47
388,-29
389,-30
390,-27
391,-19
392,-34
393,-31
394,-33
395,-29
396,-26
397,-104
398,-43
399,-17
400,-128
401,-38
402,-26
403,-103
404,-24
405,-22
406,-112
407,-34
408,-31
409,-34
410,-31
411,-29
412,-22
413,-18
414,-108
415,-19
416,-26
417,-102
418,-24
419,-22
420,-31
421,-19
422,-22
423,-116
424,-22
425,-22
426,-27
427,-20
428,-28
429,-65
430,-31
431,-25
432,-29
433,-19
434,-19
435,-48
436,-23
437,-32
438,-36
439,-23
440,-30
441,-110
442,-30
443,-52
444,-129
445,-32
446,-28
447,-27
448,-25
449,-43
450,-33
451,-23
452,-33
453,-43
454,-20
455,-115
456,-27
457,-33
458,-27
459,-140
460,-21
461,-102
462,-20
463,-28
464,-109
465,-26
466,-23
467,-40
468,-37
469,-28
470,-23
471,-32
472,-28
473,-41
474,-140
475,-33
476,-34
477,-19
478,-26
479,-20
480,-45
481,-38
482,-38
483,-27
484,-41
485,-27
486,-33
487,-37
488,-29
489,-24
490,-19
491,-103
492,-24
493,-56
494,-23
495,-36
496,-30
497,-120
498,-23
499,-36
500,-31
501,-20
502,-36
503,-22
504,-24
505,-19
506,-20
507,-27
508,-110
509,-19
510,-24
511,-22
512,-36
513,-26
514,-51
515,-23
516,-17
517,-37
518,-17
519,-121
520,-42
521,-40
522,-104
523,-26
524,-35
525,-40
526,-20
527,-102
528,-111
529,-32
530,-19
531,-21
532,-114
533,-30
534,-40
535,-27
536,-18
537,-21
538,-101
539,-26
540,-29
541,-27
542,-41
543,-36
544,-29
545,-18
546,-21
547,-22
548,-22
549,-46
550,-20
551,-23
552,-100
553,-34
554,-30
555,-30
556,-44
557,-103
558,-25
559,-31
560,-19
561,-19
562,-15
563,-39
564,-26
565,-33
566,-40
567,-33
568,-34
569,-29
570,-34
571,-27
572,-26
573,-32
574,-103
575,-20
576,-19
577,-44
578,-100
579,-23
580,-23
581,-103
582,-36
583,-102
584,-61
585,-104
586,-23
587,-29
588,-19
589,-18
590,-23
591,-108
592,-31
593,-32
594,-22
595,-104
596,-33
597,-20
598,-41
599,-36
600,-23
601,-15
602,-19
603,-29
604,-28
605,-48
606,-38
607,-18
608,-33
609,-16
610,-30
611,-26
612,-31
613,-17
614,-22
615,-105
616,-24
617,-30
618,-35
619,-25
620,-32
621,-37
622,-29
623,-23
624,-39
625,-29
626,-111
627,-29
628,-29
629,-108
630,-29
631,-23
632,-19
633,-19
634,-21
635,-32
636,-23
637,-13
638,-21
639,-24
640,-38
641,-29
642,-23
643,-42
644,-19
645,-30
646,-21
647,-34
648,-33
649,-21
650,-25
651,-33
652,-48
653,-33
654,-21
655,-25
656,-21
657,-17
658,-119
659,-19
660,-100
661,-29
662,-21
663,-26
664,-48
665,-27
666,-28
667,-23
